customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
5393-RXQSZ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
7452-FOLON,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2320-TZRRH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0231-LXVAP,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes
9444-JTXHZ,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes
4942-VZZOM,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No
5510-BOIUJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
7502-BNYGS,Yes,No,DSL,No,Yes,No,No,Yes,Yes,No
4291-HYEBC,No,No phone service,DSL,No,Yes,No,No,No,Yes,No
6147-CBCRA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6047-SUHPR,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No
4471-KXAUH,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes
9752-ZNQUT,Yes,No,DSL,No,Yes,No,No,No,No,No
7638-QVMVY,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
1576-PFZIW,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
5666-MBJPT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7312-XSBAT,Yes,No,DSL,Yes,No,No,No,No,No,No
3096-GKWEB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
2371-JQHZZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
0674-GCDXG,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No
1121-QSIVB,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No
4396-KLSEH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3244-DCJWY,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
2824-MYYBN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
0875-CABNR,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes
6345-HOVES,No,No phone service,DSL,No,No,No,No,No,No,No
8318-LCNBW,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,No
6469-QJKZW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0147-ESWWR,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No
1217-VASWC,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
7812-FZHPE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6370-ZVHDV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5915-DGNVC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No
6260-XLACS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3566-CAAYU,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,No
4983-CCWMC,Yes,No,Fiber optic,No,No,No,No,No,No,No
9103-CXVOK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2896-TBNBE,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No
4797-AXPXK,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes
5229-PRWKT,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
6982-UQZLY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
2522-WLNSF,Yes,No,DSL,No,No,Yes,Yes,Yes,No,No
3841-CONLJ,No,No phone service,DSL,No,No,No,No,No,Yes,No
5057-LCOUI,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes
0193-ESZXP,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes
4475-NVTLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4369-HTUIF,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes
9386-LDCZR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,No
9585-KKMFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5399-ZIMKF,Yes,No,Fiber optic,No,Yes,No,No,No,No,No
0336-KXKFK,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
5619-XZZKR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3948-FVVRP,Yes,No,DSL,No,Yes,No,Yes,No,No,No
5327-XOKKY,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No
0983-TATYJ,Yes,No,DSL,No,No,No,Yes,No,No,No
1813-JYWTO,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No
0156-FVPTA,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes
1984-FCOWB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
0654-HMSHN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
6719-OXYBR,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No
3312-ZWLGF,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No
6476-YHMGA,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No
5287-QWLKY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes
0795-XCCTE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0168-XZKBB,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No
3785-NRHYR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5196-SGOAK,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes
4537-DKTAL,Yes,No,DSL,No,No,No,No,No,No,No
7072-MBHEV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
5602-BVFMK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6297-NOOPG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
1891-UAWWU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes
8204-TIFGJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8050-DVOJX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No
6108-OQZDQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
0363-QJVFX,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes
8903-XEBGX,Yes,No,DSL,No,No,No,No,No,Yes,No
8169-SAEJD,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,No
9840-DVNDC,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
1089-XZWHH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2325-WINES,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
6064-ZATLR,Yes,No,DSL,Yes,Yes,No,No,No,No,No
3096-JRDSO,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes
7824-PANSQ,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No
8042-JVNFH,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
9648-BCHKM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2888-ADFAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8707-HOEDG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
3374-LXDEV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes
4072-IPYLT,Yes,No,DSL,Yes,No,No,No,No,No,No
7167-PCEYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4936-YPJNK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1580-BMCMR,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,No
4817-KEQSP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6408-WHTEF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9251-AWQGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8749-CLJXC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7989-VCQOH,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
5049-GLYVG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
4199-QHJNM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
8882-TLVRW,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No
5883-GTGVD,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
5135-GRQJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2384-OVPSA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1371-WEPDS,Yes,No,DSL,No,No,No,No,No,Yes,No
3580-GICBM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4817-QRJSX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
9730-DRTMJ,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No
4686-UXDML,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
3349-ANQNH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
2398-YPMUR,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
0932-YIXYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7480-SPLEF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7636-XUHWW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1431-CYWMH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5937-EORGB,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No
6349-JDHQP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5539-HIVAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5847-MXBEO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9985-MWVIX,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
4583-PARNH,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No
1116-FRYVH,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No
1421-HCERK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No
9633-XQABV,Yes,No,Fiber optic,No,No,No,No,No,No,No
0716-BQNDX,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No
1265-XTECC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes
1183-CANVH,Yes,No,DSL,No,No,No,Yes,Yes,No,No
1972-XMUWV,Yes,No,DSL,No,No,No,Yes,Yes,No,No
8679-LZBMD,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No
3407-JMJQQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
6252-DFGTK,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No
1539-LNKHM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8645-KOMJQ,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No
0289-IVARM,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No
9761-XUJWD,Yes,No,DSL,No,Yes,No,Yes,No,Yes,No
4057-FKCZK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No
4291-TPNFG,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No
6087-YPWHO,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No
3090-QFUVD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2237-ZFSMY,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes
1722-LDZJS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1818-ESQMW,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No
4871-JTKJF,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
1415-YFWLT,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
7401-RUBNK,Yes,No,Fiber optic,Yes,No,No,No,No,No,No
0506-YLVKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8661-BOYNW,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No
6711-VTNRE,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes
4815-GBTCD,No,No phone service,DSL,No,No,No,No,No,No,No
2805-AUFQN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0980-PVMRC,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No
7233-DRTRF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
3500-RMZLT,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes
3873-NFTGI,Yes,Yes,DSL,No,Yes,No,No,No,No,No
1162-ECVII,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
7048-GXDAY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
8571-ZCMCX,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No
1169-WCVAK,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No
4548-SDBKE,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
8066-POXGX,No,No phone service,DSL,No,No,No,No,No,Yes,Yes
7129-CAKJW,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
8695-ARGXZ,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
3570-YUEKJ,Yes,No,DSL,No,Yes,No,No,No,No,No
4143-OOBWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
1555-HAPSU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1697-NVVGY,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No
7854-EKTJL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
8464-EETCQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2419-FSORS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
8132-YPVBX,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No
9102-IAYHT,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
6754-LZUKA,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No
3422-LYEPQ,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
8099-MZPUJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
0787-LHDYT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2642-DTVCO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
0374-IOEGQ,Yes,No,DSL,No,No,No,No,No,No,No
4361-JEIVL,Yes,No,DSL,No,No,No,No,No,No,Yes
3197-NNYNB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
3396-DKDEL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
1752-OZXFY,Yes,No,DSL,Yes,No,No,No,Yes,No,No
9066-QRSDU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9112-WSNPU,Yes,No,Fiber optic,No,No,No,No,No,No,No
9867-NNXLC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5321-NTRKC,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No
1363-TXLSL,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
9507-EXLTT,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
3161-GETRM,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No
0402-OAMEN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6933-VLYFX,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
6754-WKSHP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9846-GKXAS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
6017-PPLPX,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
4976-LNFVV,No,No phone service,DSL,No,Yes,Yes,No,No,No,No
5055-MGMGF,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
4641-FROLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2862-JVEOY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2969-QWUBZ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No
9822-BIIGN,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No
2077-MPJQO,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
1534-OULXE,Yes,No,DSL,Yes,No,No,No,No,No,No
7136-RVDTZ,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes
2971-SGAFL,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No
1480-IVEVR,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
2905-KFQUV,Yes,No,Fiber optic,No,No,No,No,No,No,No
4581-SSPWD,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
3370-HXOPH,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
9391-YZEJW,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
9958-MEKUC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No
0281-CNTZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6927-WTFIV,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
4118-CEVPF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
3398-ZOUAA,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
9114-VEPUF,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No
7876-BEUTG,Yes,Yes,DSL,No,No,No,No,No,No,No
2338-BQEZT,Yes,No,DSL,Yes,No,No,No,No,No,No
9873-MNDKV,Yes,No,DSL,No,No,No,No,No,No,No
0378-NHQXU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes
8241-JUIQO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2194-IIQOF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
4512-ZUIYL,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
9631-RXVJM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9584-EXCDZ,Yes,No,Fiber optic,No,No,No,No,No,No,No
7969-AULMZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
5093-FEGLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2621-UDNLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7526-IVLYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2428-HYUNX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9214-EKVXR,Yes,No,DSL,No,No,No,No,No,No,No
3410-MHHUM,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No
0568-ONFPC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0733-VUNUW,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes
4550-EVXNY,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
2122-YWVYA,Yes,No,Fiber optic,Yes,No,No,No,No,No,No
2968-SSGAA,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
2296-DKZFP,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No
4844-JJWUY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes
6777-TGHTM,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
8909-BOLNL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6603-YRDCJ,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No
3538-WZPHD,No,No phone service,DSL,No,Yes,No,No,No,No,Yes
3229-USWAR,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
2138-VFAPZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6131-JLWZM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4785-QRJHC,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes
0269-XFESX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1709-EJDOX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4316-XCSLJ,Yes,No,DSL,Yes,No,No,No,No,No,No
8610-WFCJF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
9693-XMUOB,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No
0383-CLDDA,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No
4905-JEFDW,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes
2709-UQGNP,Yes,No,DSL,Yes,No,No,No,No,No,No
3549-ZTMNH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7881-INRLC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
8033-ATFAS,Yes,No,DSL,No,No,Yes,No,Yes,No,No
1635-NZATJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0562-HKHML,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8277-RVRSV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9943-VSZUV,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
0117-LFRMW,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Yes
6172-FECYY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
7054-ENNGU,Yes,No,DSL,No,Yes,No,No,No,No,No
1455-HFBXA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No
9402-CXWPL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
1628-BIZYP,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No
1965-AKTSX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
0082-LDZUE,Yes,No,DSL,No,No,No,No,No,No,No
4786-UKSNZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
5343-SGUBI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No
0856-NAOES,Yes,No,DSL,No,No,Yes,No,Yes,No,No
1976-AZZPJ,No,No phone service,DSL,Yes,Yes,No,No,No,No,No
7248-VZQLC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
6156-UZDLF,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No
3099-OONVS,Yes,No,DSL,Yes,No,No,Yes,No,No,No
9500-WBGRP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5183-KLYEM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
5144-PQCDZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8514-VZHEB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6625-IUTTT,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No
9355-NPPFS,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
0068-FIGTF,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No
5965-GGPRW,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
8035-PWSEV,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No
2236-HILPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1840-BIUOG,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No
1356-MKYSK,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
6080-LNESI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1830-IPXVJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5828-DWPIL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No
8398-TBIYD,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,No
0011-IGKFF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
4192-GORJT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
6496-SLWHQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
9912-GVSEQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes
2931-FSOHN,Yes,No,DSL,No,Yes,No,No,Yes,No,No
9418-RUKPH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5383-MMTWC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
9971-ZWPBF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
4712-AUQZO,No,No phone service,DSL,Yes,No,Yes,No,No,No,No
9711-FJTBX,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No
2908-ZTPNF,No,No phone service,DSL,No,Yes,No,Yes,No,No,No
7240-ETPTR,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes
2202-CUYXZ,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes
5995-OIGLP,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes
8421-WZOOW,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
6261-RCVNS,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes
7951-QKZPL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
1414-YADCW,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,No
8756-RDDLT,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,No
2862-PFNIK,No,No phone service,DSL,No,No,No,No,No,No,No
5816-QVHRX,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No
4430-YHXGG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6888-SBYAI,Yes,No,DSL,Yes,No,No,No,No,No,No
7395-XWZOY,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,No
7169-YWAMK,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No
3640-PHQXK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes
6877-LGWXO,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
6859-RKMZJ,Yes,No,DSL,No,No,No,No,Yes,No,No
2729-VNVAP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
